User ID	Joke ID	Rating
1	55	-3.2
1	56	8.64
1	57	-2.14
1	58	0.1
1	59	9.03
1	60	-6.7
1	61	-3.35
1	62	-9.03
1	63	4.47
1	64	4.08
1	65	-3.83
1	66	8.74
1	67	1.12
1	68	0.78
1	69	7.52
1	70	-5.0
1	71	2.77
1	72	8.3
1	73	7.77
1	74	7.33
1	75	6.21
1	76	7.72
1	77	8.98
1	78	8.64
1	79	8.2
1	80	3.93
1	81	4.85
1	82	4.85
1	83	6.07
1	84	8.98
1	85	4.51
1	86	-0.05
1	87	3.69
1	88	4.56
1	89	0.58
1	90	2.82
1	91	-4.95
1	92	-0.29
1	93	7.86
1	94	-0.19
1	95	-2.14
1	96	3.06
1	97	0.34
1	98	-4.32
1	99	1.07
2	4	9.03
2	5	9.27
2	6	9.03
2	7	9.27
2	10	7.33
2	11	7.57
2	12	9.37
2	13	6.17
2	14	-6.36
2	15	-6.89
2	16	-7.86
2	17	9.03
2	18	9.03
2	19	9.03
2	20	7.28
2	22	8.25
2	25	7.48
2	26	7.28
2	27	7.28
2	28	8.93
2	30	6.17
2	31	7.28
2	34	8.98
2	35	7.33
2	37	6.17
2	38	9.08
2	39	7.33
2	40	7.52
2	41	9.27
2	42	9.27
2	44	9.27
2	46	6.17
2	47	7.33
2	48	9.08
2	49	7.28
2	52	7.28
2	53	7.33
2	55	7.23
2	59	9.27
2	60	6.46
2	61	7.28
2	64	7.04
2	65	7.28
2	67	7.28
2	68	8.25
2	75	8.93
2	79	9.08
2	89	9.03
2	93	9.08
3	1	8.35
3	4	1.8
3	5	8.16
3	6	-2.82
3	7	6.21
3	9	1.84
3	10	7.33
3	11	6.6
3	12	6.31
3	13	8.11
3	14	-7.23
3	15	-6.65
3	16	1.17
3	17	-6.6
3	18	-3.64
3	19	-2.09
3	20	5.34
3	25	2.91
3	26	3.93
3	27	6.75
3	28	6.6
3	30	6.65
3	31	-6.12
3	33	7.57
3	34	6.21
3	35	6.65
3	37	-8.3
3	38	7.18
3	39	2.82
3	41	1.55
3	45	6.84
3	46	6.84
3	47	-3.98
3	48	6.99
3	49	3.45
3	51	6.94
3	52	1.55
3	53	7.67
3	55	6.55
3	60	0.0
3	61	-3.69
3	64	7.82
3	65	0.24
3	67	7.28
3	68	-2.33
3	84	0.63
3	87	-2.33
3	93	0.53
4	0	8.5
4	1	4.61
4	2	-4.17
4	3	-5.39
4	4	1.36
4	5	1.6
4	6	7.04
4	7	4.61
4	8	-0.44
4	9	5.73
4	10	8.25
4	11	6.84
4	12	-3.93
4	13	7.23
4	14	-2.33
4	15	-9.66
4	16	2.72
4	17	-1.36
4	18	2.57
4	19	4.51
4	20	8.2
4	21	6.12
4	22	8.3
4	23	-1.26
4	24	7.77
4	25	1.89
4	26	-1.17
4	27	5.68
4	28	8.45
4	29	4.61
4	30	8.06
4	31	-9.47
4	32	7.28
4	33	5.68
4	34	2.48
4	35	3.2
4	36	-1.26
4	37	6.8
4	38	4.51
4	39	2.48
4	40	0.34
4	41	6.84
4	42	0.19
4	43	-8.74
4	44	5.24
4	45	6.31
4	46	8.06
4	47	1.26
4	48	4.51
4	49	-0.05
4	50	4.42
4	51	3.06
4	52	8.93
4	53	7.82
4	54	1.75
4	55	8.11
4	56	-8.06
4	57	-9.17
4	58	4.95
4	59	3.35
4	60	7.38
4	61	6.17
4	62	4.71
4	63	-2.28
4	64	7.38
4	65	4.56
4	66	7.14
4	67	4.22
4	68	3.01
4	69	3.83
4	76	4.13
4	80	5.24
4	81	5.92
4	82	0.87
4	83	7.28
4	84	3.93
4	85	-0.63
4	86	6.31
4	87	4.71
4	88	2.82
4	89	2.96
4	90	5.19
4	91	5.58
4	92	4.27
4	93	5.19
4	94	5.73
4	95	1.55
4	96	3.11
4	97	6.55
4	98	1.8
4	99	1.6
5	0	-6.17
5	1	-3.54
5	2	0.44
5	3	-8.5
5	4	-7.09
5	5	-4.32
5	6	-8.69
5	7	-0.87
5	8	-6.65
5	9	-1.8
5	10	-6.8
5	11	-5.73
5	12	-5.0
5	13	-8.59
5	14	0.49
5	15	-8.93
5	16	-3.69
5	17	-2.18
5	18	-2.28
5	19	-6.12
5	20	-3.01
5	21	-0.58
5	22	-2.38
5	23	-7.77
5	24	-2.23
5	25	-2.28
5	26	-5.24
5	27	-5.53
5	28	-0.68
5	29	-6.94
5	30	-3.93
5	31	-0.34
5	32	-6.6
5	33	-5.49
5	34	-1.55
5	35	-0.49
5	36	-6.21
5	37	-8.06
5	38	-5.39
5	39	-7.04
5	40	-8.83
5	41	-7.91
5	42	1.07
5	43	-1.89
5	44	-6.36
5	45	-4.22
5	46	-9.27
5	47	-9.81
5	48	-7.82
5	49	-0.63
5	50	-6.31
5	51	-7.48
5	52	-6.07
5	53	-3.45
5	54	-3.2
5	55	0.53
5	56	-9.27
5	57	-9.56
5	58	-5.49
5	59	-1.12
5	60	-6.65
5	61	-2.86
5	62	-4.61
5	63	-9.42
5	64	-7.91
5	65	-9.81
5	66	-9.42
5	67	-8.98
5	68	-1.94
5	69	-6.99
5	70	-9.66
5	71	-5.19
5	72	-5.0
5	73	-4.42
5	74	-7.28
5	75	-6.5
5	76	-4.32
5	77	-6.94
5	78	-9.85
5	79	0.73
5	80	-6.21
5	81	-2.86
5	82	-7.62
5	83	-6.12
5	84	-0.29
5	85	-1.41
5	86	-3.93
5	87	-1.94
5	88	-5.68
5	89	-4.71
5	90	-3.54
5	91	-6.89
5	92	-0.68
5	93	-2.96
5	94	-2.18
5	95	-3.35
5	96	0.05
5	97	-9.08
5	98	-5.05
5	99	-3.45
6	4	8.59
6	5	-9.85
6	6	7.72
6	7	8.79
6	10	4.27
6	11	7.62
6	12	-6.26
6	13	2.96
6	14	6.07
6	15	-3.5
6	16	-2.09
6	17	6.17
6	18	5.15
6	19	4.42
6	20	5.63
6	21	2.43
6	24	4.13
6	25	7.09
6	26	7.33
6	27	7.18
6	28	0.92
6	30	5.15
6	31	5.87
6	34	7.96
6	35	3.79
6	37	1.55
6	39	3.11
6	40	6.26
6	44	6.99
6	45	3.2
6	47	7.33
6	48	4.71
6	49	3.54
6	51	2.28
6	52	8.5
6	53	9.22
6	55	8.16
6	60	-1.5
6	61	5.78
6	64	8.93
6	65	8.5
6	67	2.43
6	68	7.48
6	71	5.97
6	72	6.36
6	82	3.83
6	95	2.33
7	0	6.84
7	1	3.16
7	2	9.17
7	3	-6.21
7	4	-8.16
7	5	-1.7
7	6	9.27
7	7	1.41
7	8	-5.19
7	9	-4.42
7	10	8.2
7	11	-7.86
7	12	-6.94
7	13	-7.96
7	14	0.29
7	15	-9.9
7	16	-7.09
7	17	-7.18
7	18	1.02
7	19	-0.29
7	20	-4.71
7	21	-7.43
7	22	1.12
7	23	-8.25
7	24	3.79
7	25	0.1
7	26	3.45
7	27	-3.45
7	28	7.57
7	29	-4.17
7	30	-0.44
7	31	9.27
7	32	5.83
7	33	-3.4
7	34	-5.44
7	35	1.6
7	36	-7.14
7	37	3.01
7	38	-6.07
7	39	5.68
7	40	-6.46
7	41	-4.42
7	42	-8.98
7	43	0.53
7	44	-1.26
7	45	-4.42
7	46	-8.93
7	47	8.93
7	48	-0.1
7	49	7.43
7	50	-4.51
7	51	-7.38
7	52	4.17
7	53	-9.03
7	54	-2.14
7	55	1.31
7	56	-5.68
7	57	-9.08
7	58	-6.21
7	59	2.48
7	60	-3.2
7	61	-6.12
7	62	-2.91
7	63	-9.22
7	64	-2.62
7	65	-7.33
7	66	-3.25
7	67	-4.22
7	68	-9.81
7	69	-2.09
7	70	-9.9
7	71	-3.79
7	72	0.49
7	73	-7.86
7	74	-9.85
7	75	1.8
7	76	-4.17
7	77	-2.38
7	78	-9.13
7	79	-8.88
7	80	3.54
7	81	-4.56
7	82	-5.44
7	83	-5.97
7	84	-9.9
7	85	-0.34
7	86	-4.13
7	87	-0.1
7	88	-0.24
7	89	-7.96
7	90	7.23
7	91	-1.12
7	92	-0.1
7	93	-5.68
7	94	-3.16
7	95	-3.35
7	96	2.14
7	97	-0.05
7	98	1.31
7	99	0.0
8	0	-3.79
8	1	-3.54
8	2	-9.42
8	3	-6.89
8	4	-8.74
8	5	-0.29
8	6	-5.29
8	7	-8.93
8	8	-7.86
8	9	-1.6
8	10	-2.91
8	11	-0.29
8	12	-4.85
8	13	-0.49
8	14	-8.74
8	15	-6.99
8	16	-8.74
8	17	-2.91
8	18	-3.35
8	19	-0.29
8	20	3.98
8	21	-1.6
8	22	-0.29
8	23	1.21
8	24	3.79
8	25	2.91
8	26	4.85
8	27	2.28
8	28	0.97
8	29	-0.29
8	30	6.36
8	31	0.53
8	32	-0.29
8	33	4.66
8	34	3.35
8	35	0.97
8	36	-3.11
8	37	-1.84
8	38	4.42
8	39	-4.42
8	40	-1.41
8	41	1.41
8	42	-5.34
8	43	-6.99
8	44	1.41
8	45	5.1
8	46	1.84
8	47	-0.29
8	48	0.53
8	49	-0.29
8	50	-6.99
8	51	-3.54
8	52	6.36
8	53	1.84
8	54	3.35
8	55	-0.29
8	56	-0.29
8	57	-5.29
8	58	-6.89
8	59	-5.29
8	60	1.21
8	61	5.53
8	62	1.41
8	63	-6.5
8	64	4.85
8	65	4.85
8	66	2.62
8	67	1.41
8	68	6.36
8	69	1.41
8	70	-4.76
8	71	4.17
8	72	-2.04
8	73	-6.31
8	74	-0.29
8	75	-0.29
8	76	0.78
8	77	-0.29
8	78	-0.29
8	79	-0.29
8	80	-0.29
8	81	-3.2
8	82	-0.29
8	83	-3.2
8	84	-3.4
8	85	-0.29
8	86	-0.29
8	87	5.73
8	88	4.56
8	89	-2.23
8	90	4.37
8	91	-0.29
8	92	4.17
8	93	-0.29
8	94	-0.29
8	95	-0.29
8	96	-0.29
8	97	-0.29
8	98	-3.4
8	99	-4.95
9	0	3.01
9	1	5.15
9	2	5.15
9	3	3.01
9	4	6.41
9	5	5.15
9	6	8.93
9	7	2.52
9	8	3.01
9	9	8.16
9	10	5.53
9	11	6.02
9	12	4.47
9	13	5.44
9	14	-4.66
9	15	-0.97
9	16	-0.44
9	17	1.55
9	18	0.49
9	19	4.37
9	20	5.44
9	21	5.24
9	22	6.6
9	23	3.01
9	24	6.02
9	25	6.8
9	26	2.91
9	27	5.15
9	28	3.5
9	29	5.15
9	30	6.6
9	31	-0.1
9	32	3.11
9	33	6.5
9	34	9.22
9	35	7.86
9	36	3.01
9	37	6.5
9	38	3.01
9	39	7.67
9	40	6.6
9	41	5.15
9	42	3.01
9	43	4.27
9	44	6.8
9	45	6.8
9	46	9.22
9	47	5.73
9	48	5.44
9	49	4.85
9	50	3.11
9	51	5.15
9	52	6.99
9	53	2.52
9	54	3.11
9	55	3.2
9	56	2.43
9	57	4.85
9	58	3.11
9	59	3.01
9	60	4.08
9	61	6.7
9	62	6.8
9	63	3.11
9	64	4.08
9	65	4.37
9	66	3.01
9	67	9.13
9	68	4.66
9	69	3.01
9	84	4.56
9	91	4.47
10	0	-2.91
10	1	4.08
10	4	-5.73
10	6	2.48
10	7	-5.29
10	9	1.46
10	12	2.82
10	14	0.92
10	15	-5.73
10	16	-0.92
10	17	5.58
10	18	0.53
10	19	1.41
10	21	6.36
10	26	8.2
10	28	8.3
10	30	7.52
10	31	8.64
10	34	8.64
10	35	8.16
10	37	4.85
10	40	6.75
10	45	3.79
10	46	6.41
10	47	2.48
10	48	3.25
10	49	8.4
10	52	4.03
10	55	7.33
10	59	1.84
10	61	5.44
10	65	6.94
10	67	3.59
10	68	7.04
10	77	2.28
10	91	6.17
11	0	1.31
11	1	1.8
11	2	2.57
11	3	-2.38
11	4	0.73
11	5	0.73
11	6	-0.97
11	7	5.0
11	8	-7.23
11	9	-1.36
11	10	3.83
11	11	1.75
11	12	5.63
11	13	-2.86
11	14	-1.8
11	15	-2.04
11	16	5.53
11	17	-0.29
11	18	-0.58
11	19	1.36
11	20	2.43
11	21	0.63
11	22	-4.61
11	23	-4.37
11	24	-1.65
11	25	-1.36
11	26	7.57
11	27	-0.15
11	28	5.97
11	29	-3.5
11	30	0.24
11	31	4.27
11	32	-0.68
11	33	-3.79
11	34	7.62
11	35	5.15
11	36	2.43
11	37	0.1
11	38	0.83
11	39	-2.04
11	40	0.53
11	41	2.33
11	42	-2.28
11	43	-5.15
11	44	-0.58
11	45	-1.26
11	46	2.04
11	47	-1.41
11	48	2.38
11	49	6.6
11	50	2.04
11	51	-1.99
11	52	-2.77
11	53	-0.49
11	54	1.75
11	55	0.92
11	56	-6.89
11	57	-5.29
11	58	0.68
11	59	-2.38
11	60	-0.15
11	61	-0.24
11	62	1.46
11	63	-2.14
11	64	2.43
11	65	-2.43
11	66	-5.1
11	67	-0.49
11	68	0.15
11	69	-2.62
11	70	-2.91
11	71	1.12
11	72	1.7
11	73	0.0
11	74	2.04
11	75	3.06
11	76	-4.47
11	77	2.04
11	78	1.12
11	79	3.3
11	80	1.46
11	81	0.68
11	82	-2.57
11	83	-0.63
11	84	0.58
11	85	-0.63
11	86	1.89
11	87	2.38
11	88	6.21
11	89	-2.52
11	90	1.46
11	91	1.7
11	92	0.29
11	93	-3.3
11	94	3.45
11	95	5.44
11	96	4.08
11	97	2.48
11	98	4.51
11	99	4.66
12	4	5.87
12	6	5.58
12	7	0.53
12	9	7.14
12	10	7.04
12	12	3.74
12	13	7.04
12	14	-4.85
12	15	-4.85
12	16	-5.34
12	17	2.04
12	18	5.58
12	19	5.58
12	20	8.01
12	22	-0.87
12	24	3.98
12	26	7.67
12	27	7.04
12	28	7.52
12	30	7.04
12	31	6.84
12	34	7.67
12	35	8.11
12	37	3.98
12	38	3.98
12	41	7.04
12	42	5.97
12	43	4.85
12	44	7.38
12	45	7.04
12	46	3.3
12	47	7.04
12	48	8.4
12	49	9.17
12	52	7.82
12	53	7.04
12	55	7.04
12	60	7.86
12	61	7.77
12	62	3.98
12	63	0.53
12	64	7.23
12	65	8.69
12	67	6.12
12	68	8.45
12	74	-0.05
12	92	7.52
13	0	9.22
13	1	9.27
13	2	9.22
13	3	8.3
13	4	7.43
13	5	0.44
13	6	3.5
13	7	8.16
13	8	5.97
13	9	8.98
13	10	3.74
13	11	5.87
13	12	8.69
13	13	6.31
13	14	1.07
13	15	-9.13
13	16	3.69
13	17	-7.33
13	18	3.88
13	19	-7.48
13	20	8.45
13	21	9.17
13	22	9.22
13	23	9.03
13	24	9.27
13	25	4.42
13	26	8.69
13	27	1.75
13	28	7.57
13	29	-7.14
13	30	8.93
13	31	6.8
13	32	0.87
13	33	7.23
13	34	8.79
13	35	8.79
13	36	7.43
13	37	8.59
13	38	8.54
13	39	9.17
13	40	8.2
13	41	8.54
13	42	8.2
13	43	9.17
13	44	9.08
13	45	2.86
13	46	-2.38
13	47	7.43
13	48	1.17
13	49	-0.29
13	50	5.0
13	51	8.35
13	52	7.62
13	53	8.16
13	54	8.06
13	55	8.35
13	56	9.22
13	57	-9.27
13	58	7.14
13	59	9.08
13	60	4.08
13	61	-9.81
13	62	-7.14
13	63	9.32
13	64	7.14
13	65	7.57
13	66	-5.78
13	67	-6.55
13	68	-7.23
13	69	6.36
13	70	-7.57
13	71	8.93
13	72	0.15
13	73	8.93
13	74	-6.21
13	75	8.35
13	76	3.35
13	77	8.69
13	78	-8.45
13	79	8.79
13	80	8.88
13	81	-8.69
13	82	7.77
13	83	-0.83
13	84	7.62
13	85	8.2
13	86	5.44
13	87	8.93
13	88	8.45
13	89	2.09
13	90	8.11
13	91	-1.02
13	92	5.58
13	93	6.84
13	94	5.53
13	95	-5.92
13	96	8.2
13	97	8.98
13	98	-8.16
13	99	6.5
14	0	8.79
14	1	-5.78
14	2	6.02
14	3	3.69
14	4	7.77
14	5	-5.83
14	6	8.69
14	7	8.59
14	8	-5.92
14	9	7.52
14	10	-4.85
14	11	-7.28
14	12	-6.75
14	13	-1.99
14	14	-3.79
14	15	4.42
14	16	4.85
14	17	-8.83
14	18	-7.96
14	19	0.49
14	20	5.05
14	21	-9.51
14	22	-0.44
14	23	-4.32
14	24	4.85
14	25	-3.5
14	26	-9.22
14	27	1.46
14	28	4.51
14	29	-4.95
14	30	-3.16
14	31	4.42
14	32	-3.79
14	33	-9.47
14	34	-9.51
14	35	6.55
14	36	-2.96
14	37	-8.35
14	38	1.7
14	39	4.03
14	40	5.1
14	41	-4.37
14	42	8.3
14	43	-4.81
14	44	-7.91
14	45	-3.01
14	46	-5.05
14	47	8.88
14	48	5.24
14	49	-8.01
14	50	7.91
14	51	-9.51
14	52	-9.47
14	53	-1.6
14	54	-3.69
14	55	-4.85
14	56	-8.98
14	57	-7.04
14	58	-5.73
14	59	8.69
14	60	-7.67
14	61	-7.62
14	62	8.64
14	63	-0.53
14	64	3.79
14	65	2.57
14	66	8.54
14	67	-0.58
14	68	-3.74
14	69	-8.54
14	70	3.54
14	71	0.49
14	72	3.35
14	73	3.59
14	74	3.54
14	75	5.63
14	76	-0.83
14	77	-4.61
14	78	-2.57
14	79	-7.04
14	80	6.07
14	81	3.16
14	82	5.87
14	83	4.03
14	84	-0.68
14	85	1.17
14	86	3.2
14	87	-0.34
14	88	8.69
14	89	1.12
14	90	2.72
14	91	-5.49
14	92	-8.59
14	93	8.69
14	94	-8.74
14	95	-3.01
14	96	8.3
14	97	-4.81
14	98	-2.38
14	99	-5.97
15	0	-3.5
15	1	1.55
15	2	2.33
15	3	-4.13
15	4	4.22
15	5	-2.28
15	6	-2.96
15	7	-0.49
15	8	2.91
15	9	1.99
15	10	-1.99
15	11	5.53
15	12	-4.66
15	13	4.9
15	14	2.52
15	15	-0.68
15	16	0.0
15	17	-2.23
15	18	-6.6
15	19	-0.29
15	20	5.73
15	21	-1.65
15	22	-3.83
15	23	-4.13
15	24	-3.88
15	25	-2.43
15	26	5.73
15	27	-0.68
15	28	5.97
15	29	-3.45
15	30	0.63
15	31	0.19
15	32	3.06
15	33	7.04
15	34	5.39
15	35	5.78
15	36	-7.96
15	37	-0.19
15	38	1.65
15	39	-1.12
15	40	1.02
15	41	-5.05
15	42	-6.17
15	43	-4.37
15	44	-3.79
15	45	3.4
15	46	0.97
15	47	-3.54
15	48	4.22
15	49	5.24
15	50	3.93
15	51	4.22
15	52	-7.18
15	53	1.8
15	54	-1.17
15	55	4.17
15	56	-5.24
15	57	-6.8
15	58	3.93
15	59	-3.93
15	60	-0.68
15	61	0.53
15	62	-4.51
15	63	-2.96
15	64	6.02
15	65	3.2
15	66	-3.69
15	67	6.41
15	68	3.93
15	69	-3.3
15	70	4.22
15	71	-3.4
15	72	-3.2
15	73	-4.37
15	74	-2.38
15	75	-3.64
15	76	-0.39
15	77	2.04
15	78	-5.68
15	79	-4.22
15	80	-6.6
15	81	-4.47
15	82	6.21
15	83	-2.28
15	84	-1.94
15	85	-6.26
15	86	0.49
15	87	-0.87
15	88	4.47
15	89	-2.77
15	90	3.11
15	91	1.7
15	92	0.24
15	93	-5.92
15	94	7.28
15	95	-1.36
15	96	3.74
15	97	2.82
15	98	-2.86
15	99	3.45
16	1	-9.27
16	4	-7.38
16	6	8.74
16	7	-6.31
16	9	2.33
16	11	1.75
16	12	0.63
16	13	2.62
16	14	7.72
16	15	-3.5
16	16	-1.26
16	17	4.81
16	18	7.91
16	19	6.21
16	20	-4.22
16	21	-3.4
16	22	2.09
16	24	0.44
16	25	0.53
16	26	-7.57
16	27	-4.13
16	28	5.78
16	29	-2.57
16	30	6.36
16	31	1.94
16	33	3.59
16	34	5.53
16	35	-1.89
16	37	-4.22
16	38	3.35
16	39	-1.17
16	41	9.03
16	45	-1.02
16	46	8.4
16	47	-1.21
16	48	8.3
16	49	6.26
16	52	1.26
16	53	-2.77
16	55	5.24
16	58	2.23
16	60	5.97
16	61	4.47
16	62	2.33
16	64	4.51
16	65	4.03
16	67	-6.12
16	68	6.65
16	69	-1.02
16	71	3.88
16	86	6.07
17	0	3.16
17	1	7.62
17	2	3.79
17	3	8.25
17	4	4.22
17	5	7.62
17	6	2.43
17	7	0.97
17	8	0.53
17	9	0.83
17	10	3.5
17	11	3.3
17	12	5.05
17	13	4.71
17	14	2.57
17	15	-0.73
17	16	1.02
17	17	-1.21
17	18	2.23
17	19	0.97
17	20	0.97
17	21	-0.15
17	22	5.63
17	23	0.19
17	24	2.52
17	25	4.66
17	26	6.5
17	27	1.21
17	28	6.46
17	29	5.58
17	30	0.83
17	31	3.69
17	32	3.64
17	33	2.52
17	34	5.83
17	35	3.06
17	36	7.18
17	37	1.75
17	38	-2.18
17	39	0.24
17	40	2.82
17	41	0.97
17	42	3.93
17	43	7.67
17	44	2.86
17	45	3.69
17	46	5.53
17	47	2.14
17	48	2.43
17	49	4.66
17	50	1.07
17	51	5.68
17	52	4.08
17	53	5.1
17	54	1.07
17	55	7.18
17	56	1.17
17	57	3.74
17	58	5.39
17	59	3.06
17	60	3.93
17	61	3.79
17	62	5.49
17	63	3.16
17	64	3.11
17	65	2.48
17	66	6.75
17	67	4.13
17	68	5.63
17	69	5.73
17	70	0.58
17	71	5.92
17	72	3.88
17	73	0.78
17	74	2.62
17	75	7.48
17	76	7.38
17	77	7.33
17	78	7.86
17	79	6.65
17	80	7.33
17	81	2.62
17	82	7.86
17	83	7.48
17	84	5.78
17	85	0.1
17	86	7.96
17	87	-0.05
17	88	7.72
17	89	5.1
17	90	0.83
17	91	5.68
17	92	3.69
17	93	0.19
17	94	0.29
17	95	3.59
17	96	0.49
17	97	8.06
17	98	0.49
17	99	7.62
18	0	4.22
18	1	3.64
18	4	2.52
18	6	4.13
18	7	-5.19
18	9	7.91
18	11	2.09
18	12	0.78
18	13	2.04
18	14	1.65
18	15	-3.64
18	16	0.97
18	17	2.52
18	18	-0.49
18	19	0.68
18	20	1.65
18	21	3.2
18	25	1.02
18	26	6.17
18	27	1.94
18	28	1.8
18	30	3.2
18	31	6.5
18	34	5.78
18	35	0.49
18	37	2.23
18	38	0.78
18	39	2.57
18	40	2.77
18	45	2.04
18	46	3.64
18	47	3.2
18	48	0.19
18	49	0.24
18	52	-7.82
18	53	0.39
18	55	-0.73
18	58	1.84
18	59	2.04
18	60	3.25
18	61	3.5
18	64	-3.06
18	65	1.75
18	67	-2.04
18	68	2.38
18	72	2.52
18	80	-1.55
18	91	0.05
18	96	1.65
19	1	7.62
19	4	-8.64
19	5	2.43
19	6	8.93
19	7	-6.6
19	9	-9.47
19	10	-2.77
19	11	-0.73
19	12	-9.27
19	14	-1.02
19	15	-3.16
19	16	3.69
19	17	-4.81
19	18	8.79
19	19	-7.18
19	20	7.62
19	22	2.77
19	24	3.25
19	25	1.8
19	26	5.44
19	27	-9.95
19	28	7.38
19	30	2.67
19	31	-8.69
19	33	-0.58
19	34	5.0
19	35	9.22
19	37	-9.27
19	38	-7.62
19	41	-8.83
19	42	-9.42
19	44	-6.55
19	45	-4.08
19	46	2.86
19	47	6.41
19	48	2.09
19	49	9.37
19	51	1.46
19	52	6.12
19	53	-1.94
19	54	0.29
19	55	2.28
19	58	-6.5
19	59	-1.12
19	60	4.81
19	61	3.98
19	62	-2.48
19	64	1.94
19	65	0.63
19	67	1.31
19	68	1.8
19	69	0.29
19	78	0.0
20	0	2.57
20	1	-0.73
20	4	2.57
20	6	-4.22
20	7	2.67
20	9	-1.31
20	10	0.73
20	12	-3.45
20	13	-0.53
20	14	-5.1
20	15	-0.44
20	16	-2.28
20	17	2.57
20	18	-5.39
20	19	-0.44
20	20	-1.46
20	21	-8.88
20	22	0.73
20	24	0.97
20	26	-0.53
20	27	-2.96
20	28	3.64
20	30	0.87
20	31	3.35
20	34	1.5
20	35	3.54
20	36	-0.63
20	37	-0.78
20	38	-0.44
20	39	-0.63
20	41	-1.41
20	42	-4.81
20	44	0.73
20	45	-0.39
20	46	0.73
20	47	-0.19
20	48	-0.97
20	49	3.64
20	50	-3.35
20	52	0.39
20	53	-1.94
20	54	-1.31
20	55	1.07
20	57	-6.26
20	58	-0.53
20	60	-0.15
20	61	1.41
20	62	0.05
20	64	0.83
20	65	-0.83
20	67	0.1
20	68	1.6
20	84	0.83
20	91	1.31
20	96	1.02
21	0	7.28
21	1	5.39
21	4	-4.22
21	6	8.93
21	7	3.5
21	9	6.12
21	10	0.87
21	12	-3.45
21	14	-0.68
21	15	-8.59
21	16	-1.6
21	17	3.01
21	18	-1.5
21	19	-0.29
21	20	3.64
21	21	5.1
21	22	-4.37
21	24	1.36
21	25	0.87
21	26	4.13
21	27	3.98
21	28	8.83
21	30	6.17
21	31	-2.67
21	33	-2.33
21	34	5.78
21	35	3.5
21	37	3.3
21	39	6.17
21	41	-5.34
21	44	-3.35
21	45	4.76
21	47	-1.12
21	48	-0.44
21	49	4.42
21	52	-4.71
21	53	-7.18
21	54	1.75
21	55	1.17
21	59	4.81
21	60	-3.5
21	61	1.55
21	64	2.86
21	65	1.89
21	67	3.11
21	68	-0.05
21	70	-1.26
21	91	-1.55
21	96	0.29
21	97	-4.61
22	0	2.72
22	1	4.17
22	2	6.5
22	3	-3.54
22	4	-3.3
22	5	2.86
22	6	7.04
22	7	4.95
22	8	6.17
22	9	8.93
22	10	8.88
22	11	7.09
22	12	2.86
22	13	2.04
22	14	-6.65
22	15	-0.63
22	16	-2.91
22	17	2.62
22	18	6.6
22	19	-1.84
22	20	1.99
22	21	4.32
22	22	8.3
22	23	-8.4
22	24	4.51
22	25	5.68
22	26	6.36
22	27	3.83
22	28	8.06
22	29	0.92
22	30	5.68
22	31	7.77
22	32	9.17
22	33	2.52
22	34	6.89
22	35	7.43
22	36	-2.86
22	37	8.74
22	38	1.94
22	39	6.99
22	40	-2.91
22	41	4.51
22	42	-7.91
